Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Appointment,Chrome 120.0.0.0,,,19-01-2024 10:31:51,19-01-2024 10:32:05,14.059s,FAILED
,,,,,,,
Test Cases/Test Case Web Testing/Login,Chrome 120.0.0.0,,,19-01-2024 10:31:52,19-01-2024 10:32:05,13.316s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,19-01-2024 10:31:52,19-01-2024 10:31:55,3.291s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 120.0.0.0,,,19-01-2024 10:31:55,19-01-2024 10:31:59,4.028s,PASSED
"click(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 120.0.0.0,,,19-01-2024 10:31:59,19-01-2024 10:32:00,0.957s,PASSED
"setText(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 120.0.0.0,,,19-01-2024 10:32:00,19-01-2024 10:32:01,1.195s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 120.0.0.0,,,19-01-2024 10:32:01,19-01-2024 10:32:02,0.461s,PASSED
"click(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/button_Login""))",Chrome 120.0.0.0,,,19-01-2024 10:32:02,19-01-2024 10:32:03,1.229s,PASSED
"click(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/h2_Make Appointment""))",Chrome 120.0.0.0,,,19-01-2024 10:32:03,19-01-2024 10:32:04,0.514s,PASSED
"rightClick(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/h2_Make Appointment""))",Chrome 120.0.0.0,,,19-01-2024 10:32:04,19-01-2024 10:32:04,0.639s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web Testing/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 120.0.0.0,,,19-01-2024 10:32:04,19-01-2024 10:32:05,0.466s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,19-01-2024 10:32:05,19-01-2024 10:32:05,0.181s,PASSED
,,,,,,,
Test Cases/Test Case Web Testing/AppointmentConfirmation,Chrome 120.0.0.0,,,19-01-2024 10:32:05,19-01-2024 10:32:05,0.066s,FAILED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 120.0.0.0,,,19-01-2024 10:32:05,19-01-2024 10:32:05,0.048s,FAILED
